Name,Month,Year,Sale Amount
Benjamin,March,2011,2187
Homer,June,2002,6930
Lewis,August,2002,7168
Roland,January,2010,5306
Glen,February,2019,1583
Leslie,October,2004,2835
Edgar,May,2000,7693
Charlie,July,2007,4232
Jesse,August,2008,838
Glen,February,2020,2569
Oscar,September,2016,3558
Victor,July,2012,917
Don,November,2007,3215
Arnold,May,2003,6837
Oscar,February,2018,4218
Maurice,April,2007,5593
Benjamin,May,2007,2066
Jessie,February,2005,5628
Jesse,June,2018,2656
Arnold,February,2017,3110
Sam,June,2014,5285
Bob,June,2019,2333
Milton,August,2015,4329
Jesse,August,2010,7302
Homer,June,2014,5066
Sam,March,2012,3094
Bruce,September,2014,199
Claude,January,2017,2055
Virgil,June,2008,5112
Rudolph,April,2004,486
Sam,September,2018,4916
Bruce,February,2001,5167
Johnnie,October,2006,1629
Douglas,May,2007,1869
Eddie,January,2014,7585
Manuel,January,2015,2971
Martin,March,2012,2925
Bob,July,2005,5391
Cecil,January,2002,172
Jessie,March,2019,4757
Bob,February,2008,6139
Jessie,April,2000,728
Don,November,2014,4802
Rudolph,November,2012,906
Wallace,January,2004,3807
Lewis,November,2018,1284
Arnold,February,2011,5316
Chester,August,2019,3933
Maurice,April,2007,3474
Cecil,June,2010,3959
Curtis,October,2016,2298
Milton,June,2010,5365
Ronald,May,2017,6119
Ronald,May,2009,2893
Curtis,June,2018,2066
Dale,March,2015,4320
Claude,June,2020,5297
Willard,January,2015,6798
Roland,May,2002,1371
Martin,January,2018,1242
Ronald,February,2010,5853
Everett,November,2017,3579
Bobby,September,2020,5715
Oscar,November,2013,5734
Johnnie,August,2006,2770
Don,November,2003,7492
Charlie,March,2001,1272
Leslie,January,2019,289
Jesse,February,2019,4944
Manuel,March,2007,5868
Virgil,March,2004,2984
Allen,February,2015,6933
Martin,October,2012,1416
Benjamin,September,2003,5122
Hugh,August,2006,6450
Bruce,February,2002,5882
Bruce,May,2019,2093
Jessie,September,2007,1329
Bob,August,2005,3183
Jimmie,January,2003,416
Leslie,July,2008,5897
Manuel,April,2008,1001
Benjamin,October,2011,1816
Harvey,February,2008,3954
Jerome,July,2013,2721
Lewis,June,2003,1825
Ronald,March,2019,589
Jimmie,July,2004,3167
Everett,October,2005,7330
Curtis,July,2008,7589
Manuel,November,2013,5809
Jose,March,2017,7233
Milton,January,2006,7533
Bobby,October,2000,4075
Oscar,November,2001,4062
Benjamin,August,2003,2371
Curtis,August,2012,710
Claude,January,2002,1731
Bob,October,2013,5088
Jerry,January,2020,3387
Jose,June,2004,5233
Hugh,April,2014,1603
Jerome,June,2003,4441
Bobby,October,2010,6403
Manuel,November,2002,914
Martin,August,2002,6072
Bruce,November,2020,2110
Jose,January,2011,7132
Oscar,August,2018,4980
Benjamin,November,2002,499
Arnold,January,2013,332
Maurice,September,2018,6156
Manuel,July,2013,2852
Charlie,March,2010,1008
Arnold,March,2003,4165
Cecil,June,2010,4570
Willard,September,2015,1436
Gilbert,October,2003,1678
Manuel,March,2012,3814
Benjamin,August,2013,6582
Manuel,July,2007,6075
Roger,August,2011,2593
Jessie,August,2013,4175
Don,March,2008,7389
Benjamin,February,2004,1380
Gene,February,2020,2260
Harvey,July,2009,7925
Wallace,August,2017,4898
Rudolph,May,2003,6398
Jerome,March,2017,1112
Rudolph,May,2015,7671
Arnold,July,2007,6014
Gilbert,May,2008,2910
Lee,April,2004,819
Junior,January,2020,849
Curtis,October,2004,563
Curtis,April,2017,6450
Bruce,November,2008,6185
Allen,January,2011,183
Bobby,May,2019,5060
Charlie,May,2004,6792
Curtis,September,2005,4439
Gilbert,August,2001,4092
Bobby,March,2007,4596
Charlie,October,2005,2678
Gene,November,2013,348
Johnnie,August,2008,7515
Jose,September,2019,7954
Eddie,April,2020,1299
Dale,April,2019,4863
Harvey,June,2008,7127
Gilbert,July,2011,2404
Maurice,February,2003,3023
Curtis,March,2002,1790
Leslie,March,2001,3606
Milton,July,2016,1599
Eddie,October,2011,1179
Homer,July,2001,227
Leslie,April,2015,6681
Johnnie,January,2013,4779
Wilbur,October,2016,7481
Eddie,May,2019,6778
Jerome,June,2009,7815
Oscar,July,2004,5838
Jerome,November,2001,6786
Roger,August,2019,5611
Roland,October,2020,5321
Martin,November,2020,3010
Johnnie,May,2017,7873
Bruce,July,2014,2799
Charlie,April,2019,6172
Roland,August,2012,7072
Manuel,November,2012,3997
Hugh,July,2013,3876
Claude,January,2020,3022
Lee,March,2001,6657
Bruce,October,2002,2380
Allen,January,2002,623
Bobby,August,2018,1670
Curtis,March,2006,3087
Claude,September,2008,7582
Don,February,2003,1890
Allen,September,2012,2372
Wallace,April,2012,1305
Lewis,January,2012,4929
Don,October,2000,4861
Arnold,June,2016,6228
Benjamin,June,2009,5668
Eddie,October,2006,1876
Lee,July,2011,1677
Arnold,November,2000,3353
Marion,February,2004,1582
Charlie,June,2016,395
Dale,September,2003,7682
Roger,November,2018,7508
Roger,August,2003,4327
Jimmie,April,2014,7566
Lewis,April,2019,5204
Glen,November,2015,1797
Milton,October,2003,7757
Johnnie,November,2000,6034
Jerome,June,2007,1666
Bob,August,2001,7172
Bob,July,2015,2759
Victor,September,2005,3974
Bruce,October,2003,7977
Eddie,April,2004,381
Wilbur,March,2001,627
Sam,March,2003,4438
Willard,March,2017,249
Jose,March,2020,1578
Hugh,April,2019,6061
Virgil,June,2016,4103
Oscar,June,2008,4105
Douglas,September,2013,6432
Homer,April,2014,5000
Sam,January,2000,6472
Edgar,January,2008,3137
Bobby,March,2001,5258
Willard,November,2020,4681
Roger,April,2005,3079
Marion,November,2000,4853
Wallace,April,2006,6470
Chester,May,2008,459
Wallace,July,2005,5575
Jesse,February,2009,1863
Douglas,June,2016,4043
Lewis,October,2003,4769
Chester,October,2002,7985
Leslie,April,2010,2113
Glen,January,2001,1053
Victor,January,2014,668
Curtis,January,2016,5777
Johnnie,January,2020,170
Jesse,May,2005,2088
Chester,September,2009,3630
Martin,January,2012,5911
Arnold,April,2002,3298
Glen,September,2010,3978
Jose,June,2006,7756
Roland,September,2005,1264
Victor,March,2020,5173
Virgil,July,2017,5596
Milton,November,2009,6080
Johnnie,July,2018,5599
Jessie,May,2007,2461
Maurice,July,2010,6693
Virgil,June,2006,5638
Jose,May,2011,3685
Willard,September,2004,2358
Maurice,February,2007,7719
Jerome,May,2015,7641
Hugh,August,2018,2159
Gilbert,August,2007,1223
Glen,January,2007,2166
Jesse,January,2000,5452
Jerome,August,2013,1468
Marion,October,2012,6858
Lee,March,2001,4569
Ronald,April,2000,5807
Hugh,July,2003,5595
Virgil,October,2000,1778
Jerry,April,2016,2900
Ronald,May,2005,6827
Rudolph,February,2014,4550
Jerry,July,2005,3878
Gene,September,2013,3831
Oscar,June,2017,5082
Bobby,October,2005,6133
Jose,October,2000,4156
Dale,April,2008,7008
Homer,June,2013,2357
Edgar,March,2009,2098
Claude,July,2010,6378
Douglas,April,2002,3958
Victor,February,2006,3470
Roland,August,2003,527
Glen,January,2007,7271
Don,November,2009,6487
Junior,May,2010,6853
Lewis,March,2016,2572
Roland,September,2013,5433
Marion,November,2003,5144
Charlie,January,2005,2095
Jimmie,March,2007,1484
Leslie,August,2011,3205
Jerome,July,2005,5972
Douglas,August,2008,486
Wilbur,January,2016,7650
Lewis,April,2005,6985
Rudolph,September,2020,4757
Jerome,July,2004,3422
Wilbur,February,2015,3462
Jose,January,2000,7030
Martin,April,2007,2615
Johnnie,March,2015,5693
Hugh,June,2017,5220
Eddie,March,2014,7907
Charlie,March,2010,3327
Junior,September,2001,2625
Arnold,October,2020,4650
Jesse,September,2006,7981
Sam,September,2014,4265
Gilbert,May,2013,4543
Maurice,September,2001,1321
Johnnie,May,2004,6050
Ronald,July,2007,4382
Harvey,April,2013,3380
Jerry,October,2020,4715
Dale,October,2018,2778
Eddie,June,2014,4924
Curtis,April,2016,6717
Manuel,September,2018,6084
Jerome,March,2014,7146
Dale,July,2004,3766
Bruce,November,2001,5301
Roger,September,2011,5384
Bruce,June,2014,5213
Everett,July,2007,5637
Glen,June,2020,7152
Rudolph,March,2003,6456
Milton,September,2004,819
Bobby,February,2018,1150
Chester,April,2016,3396
Milton,September,2020,416
Milton,February,2004,2137
Benjamin,August,2020,2677
Claude,March,2003,7492
Benjamin,March,2006,379
Gene,September,2010,5373
Bob,January,2003,2271
Wallace,June,2016,1895
Wilbur,November,2005,2232
Martin,August,2015,2551
Leslie,April,2016,6444
Rudolph,October,2016,6541
Wallace,September,2015,6069
Douglas,January,2016,2566
Edgar,May,2002,965
Victor,July,2007,2137
Bobby,June,2010,6471
Ronald,November,2005,7919
Jerome,March,2002,6453
Hugh,May,2000,724
Leslie,November,2002,1023
Rudolph,February,2004,968
Homer,May,2020,7140
Rudolph,October,2020,5265
Junior,October,2004,3880
Johnnie,March,2001,6219
Sam,July,2011,670
Jesse,June,2006,5297
Virgil,July,2002,7359
Edgar,October,2017,6776
Charlie,January,2003,7760
Sam,June,2005,3093
Johnnie,May,2015,6638
Homer,July,2019,3335
Johnnie,September,2013,4579
Edgar,September,2003,3648
Ronald,January,2018,7558
Dale,July,2010,7670
Manuel,March,2008,1798
Charlie,November,2000,3245
Homer,February,2003,6191
Jimmie,August,2000,4246
Willard,February,2010,3737
Glen,August,2004,6244
Gene,August,2018,5276
Lee,March,2007,6775
Victor,January,2000,7930
Eddie,November,2006,7071
Eddie,July,2012,2144
Bob,April,2010,2401
Oscar,June,2007,4041
Dale,September,2007,5749
Willard,September,2020,1927
Virgil,August,2000,4146
Claude,June,2000,4242
Roger,March,2001,5357
Johnnie,August,2005,3699
Willard,August,2010,6771
Bruce,November,2010,4006
Wilbur,April,2016,3136
Jerome,November,2001,5256
Hugh,March,2001,4916
Lewis,June,2020,6914
Everett,March,2018,6912
Cecil,April,2002,4657
Martin,February,2012,5792
Jimmie,April,2019,988
Douglas,October,2011,4427
Milton,April,2002,4640
Allen,August,2019,5184
Douglas,September,2016,6945
Don,April,2008,6156
Curtis,May,2020,1395
Virgil,April,2017,2655
Lee,January,2017,6884
Benjamin,October,2000,6743
Eddie,April,2015,3033
Dale,November,2005,3768
Martin,June,2009,1067
Maurice,May,2004,3070
Wallace,October,2017,7535
Cecil,May,2004,3203
Edgar,July,2000,2247
Junior,April,2018,3897
Lee,May,2019,6932
Jimmie,June,2004,1664
Harvey,April,2010,6013
Bruce,June,2015,832
Edgar,January,2019,2186
Eddie,May,2008,4879
Milton,July,2010,3016
Don,March,2018,3234
Roger,March,2002,4494
Virgil,August,2016,5733
Allen,May,2006,2538
Milton,October,2016,7160
Gene,October,2020,6362
Chester,November,2014,6969
Harvey,June,2009,985
Glen,March,2006,2265
Homer,September,2001,3073
Jerry,September,2001,1419
Marion,February,2006,5022
Dale,April,2017,5275
Gene,November,2002,1853
Jerome,January,2003,6104
Don,January,2002,4025
Dale,February,2012,2855
Curtis,June,2004,2970
Benjamin,August,2018,3521
Douglas,May,2009,1360
Bob,January,2006,168
Jessie,October,2007,7793
Don,August,2007,4865
Harvey,January,2018,2978
Maurice,May,2007,6159
Ronald,February,2000,5350
Jimmie,May,2007,2936
Jesse,February,2012,248
Curtis,June,2019,6306
Jessie,April,2006,3364
Claude,March,2004,7279
Victor,August,2019,1975
Wallace,September,2013,2863
Wallace,June,2019,2406
Roland,January,2005,4051
Don,July,2017,6391
Harvey,July,2015,4451
Lewis,May,2010,5257
Johnnie,September,2001,4682
Edgar,January,2010,1997
Bobby,January,2012,334
Arnold,February,2006,4103
Jerry,January,2003,259
Roger,June,2006,7362
Douglas,January,2020,4926
Douglas,March,2018,6388
Leslie,May,2000,5823
Arnold,February,2014,6628
Wallace,April,2001,865
Rudolph,September,2005,5641
Hugh,May,2001,1899
Homer,April,2012,209
Allen,February,2004,2162
Manuel,July,2002,4624
Roland,October,2014,3763
Arnold,May,2014,2989
Curtis,September,2017,4119
Benjamin,April,2002,6771
Curtis,November,2001,4254
Martin,April,2003,5620
Martin,March,2017,468
Eddie,May,2003,1740
Bobby,February,2002,5760
Milton,July,2017,2206
Jose,August,2018,682
Cecil,March,2020,2596
Arnold,August,2010,5876
Jessie,February,2013,6869
Willard,February,2005,2595
Martin,July,2011,4333
Homer,July,2009,4130
Gene,February,2004,1717
Jose,January,2000,1243
Wilbur,July,2012,1345
Harvey,January,2007,7941
Lee,July,2008,6614
Martin,April,2020,2956
Virgil,March,2014,1490
Willard,August,2020,1778
Jesse,February,2014,1357
Douglas,September,2005,4791
Rudolph,February,2011,6828
Curtis,November,2004,6719
Edgar,July,2018,7958
Lee,January,2017,4191
Marion,October,2009,6472
Jerry,March,2007,2169
Claude,June,2002,5108
Jessie,January,2014,2591
Johnnie,October,2016,1844
Willard,September,2000,7047
Marion,June,2009,1445
Jose,May,2004,3602
Arnold,May,2007,5256
Leslie,March,2015,4616
Marion,March,2001,4729
Don,June,2010,837
Harvey,October,2009,6098
Bob,January,2004,7468
Everett,April,2001,552
Victor,June,2001,4931
Bob,May,2020,4576
Bobby,September,2017,2443
Homer,October,2011,7728
Gilbert,October,2013,6564
Eddie,January,2000,3874
Douglas,March,2007,1406
Jessie,May,2008,1317
Curtis,November,2002,2931
Jessie,July,2009,6528
Sam,August,2006,5897
Everett,May,2012,367
Milton,February,2012,1266
Homer,August,2012,5438
Dale,September,2020,5629
Bruce,April,2008,3852
Maurice,September,2002,7298
Manuel,January,2009,1056
Gilbert,January,2011,7602
Marion,October,2004,1049
Roger,March,2018,3303
Charlie,October,2018,3759
Jimmie,February,2017,3651
Harvey,November,2018,1998
Allen,February,2017,4894
Bobby,January,2007,6537
Roland,July,2001,4930
Charlie,February,2011,5508
Johnnie,August,2009,1278
Jesse,August,2012,397
Virgil,February,2016,1740
Cecil,February,2012,2623
Manuel,September,2013,5789
Douglas,September,2006,7656
Maurice,November,2011,289
Virgil,January,2002,7159
Johnnie,August,2016,5451
Roger,January,2020,5059
Hugh,June,2007,6549
Arnold,September,2014,6395
Cecil,November,2013,1621
Martin,October,2017,5636
Charlie,April,2016,6251
Hugh,July,2010,5037
Gilbert,January,2019,2318
Benjamin,September,2008,1120
Jerome,March,2003,2461
Homer,November,2020,1006
Wallace,May,2003,4070
Jerome,August,2010,5895
Homer,June,2005,5939
Milton,April,2001,1584
Bruce,July,2013,992
Wallace,July,2011,6910
Junior,March,2011,7942
Manuel,October,2018,7549
Jerry,March,2013,7877
Glen,February,2002,6177
Sam,June,2014,1722
Roland,July,2000,2758
Harvey,January,2009,1966
Roger,November,2019,2070
Charlie,February,2009,4055
Rudolph,August,2001,4128
Everett,June,2013,6536
Chester,October,2000,2113
Dale,November,2015,7158
Martin,August,2002,4259
Benjamin,February,2006,5728
Milton,November,2017,4697
Milton,February,2011,4484
Jimmie,April,2020,1979
Benjamin,November,2000,2359
Johnnie,February,2015,1183
Marion,February,2014,2937
Bob,April,2010,3679
Rudolph,April,2019,5219
Martin,August,2012,6442
Leslie,October,2017,5739
Bob,September,2017,4823
Edgar,February,2011,6533
Harvey,May,2008,2249
Milton,November,2016,5701
Sam,July,2011,6879
Edgar,January,2013,5835
Don,June,2015,1642
Oscar,November,2018,4329
Jimmie,November,2007,7606
Bruce,June,2019,611
Harvey,June,2015,6779
Virgil,November,2008,3672
Roger,April,2001,4632
Jimmie,May,2019,3446
Homer,November,2011,387
Douglas,September,2013,6415
Bob,March,2018,5212
Bob,February,2002,1582
Eddie,August,2010,2345
Wilbur,January,2020,5688
Sam,March,2009,1396
Edgar,April,2017,5168
Bobby,April,2006,512
Jerry,August,2003,3277
Wilbur,October,2012,4753
Jerome,April,2013,2065
Chester,April,2018,7981
Hugh,September,2004,1791
Roger,February,2004,6768
Jessie,November,2001,6459
Sam,July,2019,4549
Everett,May,2001,7528
Bruce,May,2007,3640
Leslie,March,2014,2915
Willard,January,2016,6197
Douglas,September,2020,5312
Jerome,October,2005,4490
Jimmie,March,2000,6603
Martin,March,2008,2057
Bob,September,2001,6070
Jerome,October,2003,4336
Martin,March,2005,2828
Bruce,June,2016,7193
Oscar,September,2014,964
Lewis,November,2017,5098
Bruce,July,2004,7628
Bobby,June,2016,2197
Jesse,January,2005,2357
Jessie,April,2003,6456
Virgil,June,2005,3531
Willard,February,2002,4954
Bob,October,2007,1536
Manuel,July,2013,7976
Eddie,September,2012,6211
Roland,July,2020,969
Maurice,March,2007,2646
Don,June,2003,4387
Rudolph,September,2005,7941
Victor,April,2020,6143
Sam,September,2012,1740
Manuel,July,2016,2578
Manuel,May,2012,7574
Bruce,January,2000,6854
Charlie,January,2019,7231
Bobby,April,2005,6794
Benjamin,October,2000,484
Curtis,November,2018,5107
Maurice,August,2016,3253
Eddie,September,2002,5141
Wilbur,October,2011,1283
Jerome,February,2010,963
Bobby,February,2003,3217
Gene,July,2018,5956
Allen,March,2001,3682
Hugh,November,2013,6325
Hugh,February,2008,5900
Junior,May,2015,4080
Chester,April,2020,2442
Cecil,April,2020,5995
Charlie,November,2001,1832
Bruce,August,2008,759
Milton,June,2018,498
Benjamin,October,2000,2366
Jessie,September,2010,573
Jesse,August,2008,4211
Dale,June,2013,1225
Arnold,August,2010,629
Roger,March,2020,2992
Roger,April,2014,1966
Jesse,September,2016,5663
Wallace,July,2017,1085
Jimmie,June,2015,2290
Glen,February,2020,687
Rudolph,November,2017,3051
Martin,July,2010,1359
Maurice,July,2011,5443
Hugh,August,2012,3307
Gene,June,2000,6387
Maurice,September,2016,1186
Virgil,February,2019,1878
Jimmie,October,2019,7312
Homer,May,2019,5794
Maurice,January,2012,6557
Victor,November,2004,388
Oscar,March,2001,939
Oscar,May,2016,5911
Jose,January,2004,6212
Willard,October,2006,874
Lee,February,2016,3202
Jerome,January,2010,3951
Oscar,September,2016,4256
Jerome,March,2011,4723
Homer,September,2004,7640
Jessie,June,2004,7710
Curtis,October,2003,1475
Roland,June,2009,5385
Willard,April,2011,2018
Jerome,August,2014,2130
Everett,April,2005,2050
Jerry,May,2002,6058
Marion,January,2008,6537
Bobby,February,2013,2482
Wilbur,September,2008,1293
Jessie,May,2020,5294
Allen,October,2010,1461
Benjamin,February,2005,666
Arnold,June,2015,6408
Hugh,March,2006,5797
Allen,April,2005,5586
Roland,October,2000,4166
Benjamin,May,2004,6425
Martin,March,2008,3105
Don,April,2019,2540
Allen,November,2020,7386
Claude,February,2018,4303
Wilbur,February,2012,4200
Marion,July,2002,5602
Benjamin,September,2009,2290
Curtis,September,2016,717
Dale,October,2008,4906
Rudolph,February,2016,6322
Virgil,June,2013,2514
Bruce,November,2016,5656
Lewis,November,2016,3065
Ronald,July,2003,2675
Glen,August,2005,5266
Roland,September,2008,4933
Lewis,April,2006,2157
Bobby,October,2020,733
Edgar,September,2012,6098
Cecil,February,2006,5455
Don,January,2006,7218
Bob,August,2009,2891
Harvey,November,2002,6975
Chester,September,2007,4811
Everett,September,2019,3819
Jimmie,November,2017,4346
Chester,November,2016,1534
Jerry,June,2011,6231
Lewis,May,2005,4251
Arnold,September,2004,6600
Jimmie,April,2013,7551
Arnold,November,2016,2960
Glen,March,2007,468
Wallace,April,2007,1277
Edgar,January,2019,2005
Milton,May,2003,3448
Virgil,July,2003,1655
Bob,September,2006,2439
Jerry,November,2004,5921
Bobby,August,2020,6968
Lewis,September,2013,248
Ronald,June,2001,2729
Jimmie,July,2008,1464
Bob,May,2017,5123
Jerry,February,2002,3589
Virgil,April,2013,7547
Dale,April,2005,6781
Harvey,February,2000,224
Edgar,July,2004,7589
Bob,October,2008,2007
Marion,June,2020,5890
Glen,September,2002,2582
Jerry,July,2002,2325
Charlie,August,2005,6144
Cecil,April,2012,766
Curtis,November,2013,3012
Don,September,2019,5055
Bob,July,2002,4241
Eddie,January,2016,4641
Claude,November,2000,2634
Sam,June,2016,1020
Eddie,July,2010,1844
Hugh,January,2013,7447
Oscar,August,2005,1326
Dale,February,2011,2919
Wallace,August,2013,4233
Willard,February,2003,7232
Homer,January,2016,6258
Wilbur,July,2002,1330
Gene,January,2017,4998
Oscar,May,2000,4570
Jerome,November,2008,6545
Hugh,January,2012,7334
Marion,June,2008,1890
Junior,April,2005,6572
Everett,May,2001,622
Leslie,November,2004,6153
Don,February,2016,2274
Rudolph,October,2014,359
Leslie,August,2008,205
Edgar,June,2002,5480
Virgil,April,2014,7671
Ronald,August,2006,2734
Sam,April,2018,1898
Virgil,July,2003,4106
Jerome,January,2010,7456
Jimmie,July,2017,3592
Martin,January,2010,604
Rudolph,November,2014,4961
Arnold,August,2009,3838
Bob,April,2001,4907
Junior,June,2009,2349
Victor,October,2001,3786
Virgil,February,2012,567
Wallace,April,2006,1634
Harvey,November,2019,531
Martin,January,2008,5067
Benjamin,October,2012,1899
Bruce,January,2004,2859
Jesse,June,2018,7941
Jerome,May,2004,6150
Don,April,2012,4731
Charlie,November,2007,4460
Maurice,May,2006,786
Dale,January,2010,4598
Martin,August,2010,1869
Willard,March,2002,5981
Bruce,October,2012,6816
Roland,October,2007,4592
Dale,March,2003,1068
Roland,June,2009,2105
Jose,August,2013,1700
Edgar,March,2019,6301
Jose,October,2016,4312
Willard,July,2000,4069
Claude,June,2005,2487
Rudolph,November,2016,425
Bruce,August,2018,3661
Virgil,May,2019,3361
Rudolph,February,2000,1918
Jose,January,2002,5804
Benjamin,March,2009,2400
Gilbert,February,2014,1155
Don,November,2010,1786
Bobby,March,2008,1501
Eddie,September,2006,5190
Jose,January,2020,906
Roger,January,2005,781
Charlie,July,2017,6064
Benjamin,May,2018,1881
Arnold,July,2019,258
Glen,March,2010,6875
Edgar,July,2008,3746
Eddie,May,2011,7217
Rudolph,August,2012,1386
Curtis,May,2010,4035
Charlie,March,2000,5598
Manuel,March,2002,4998
Douglas,September,2006,5451
Curtis,July,2006,1950
Marion,November,2010,3381
Oscar,November,2011,7161
Arnold,January,2006,972
Charlie,January,2014,813
Lee,February,2011,1659
Willard,March,2016,5389
Bobby,September,2012,5186
Rudolph,September,2001,4015
Dale,August,2020,5182
Lee,April,2019,3022
Hugh,November,2003,5038
Martin,April,2020,977
Martin,July,2020,5085
Jerome,April,2008,7259
Jessie,May,2019,1203
Claude,August,2001,1874
Bruce,March,2018,5167
Edgar,September,2016,3507
Jimmie,November,2020,3587
Claude,October,2012,2758
Lee,May,2000,6164
Jimmie,April,2003,2040
Ronald,February,2005,3983
Virgil,August,2009,4500
Ronald,November,2008,2093
Jessie,February,2019,7416
Edgar,May,2019,6523
Everett,August,2015,1137
Dale,January,2001,5240
Allen,July,2009,4313
Lee,January,2017,551
Hugh,May,2003,1551
Harvey,September,2009,1120
Curtis,February,2012,7887
Cecil,February,2019,6248
Jerome,May,2019,7577
Martin,March,2006,1422
Dale,September,2006,4405
Victor,April,2009,2845
Eddie,April,2001,495
Jesse,May,2013,4721
Wilbur,February,2020,3563
Homer,October,2018,6225
Roger,July,2007,2704
Oscar,July,2005,1718
Don,May,2017,3979
Johnnie,September,2007,824
Gilbert,January,2007,7007
Victor,October,2004,5124
Cecil,April,2019,6696
Hugh,February,2003,2794
Jose,September,2007,387
Jerome,June,2010,6015
Victor,November,2004,5123
Roland,January,2009,4837
Maurice,January,2015,3815
Leslie,August,2018,2131
Marion,November,2001,5576
Chester,November,2018,7243
Homer,November,2019,923
Bruce,April,2017,2954
Milton,September,2010,6828
Maurice,January,2004,858
Milton,October,2001,3539
Charlie,October,2016,336
Junior,January,2012,4759
Oscar,October,2002,5099
Hugh,February,2013,6990
Jerome,July,2002,4269
Douglas,September,2004,7622
Charlie,May,2019,4661
Wallace,November,2019,1053
Leslie,April,2005,2304
Virgil,July,2000,3166
Lewis,February,2011,3144
Martin,January,2002,290
Claude,October,2012,2097
Cecil,October,2004,2642
Willard,September,2003,1466
Jessie,February,2018,374
Maurice,January,2000,2483
Edgar,August,2014,865
Dale,October,2013,3553
Sam,January,2014,770
Rudolph,November,2007,199
Edgar,January,2018,6293
Homer,May,2012,4147
Gilbert,August,2020,7886
Benjamin,January,2018,5700
Leslie,November,2005,3252
Rudolph,March,2012,4012
Glen,September,2017,7443
Jose,February,2017,7325
Don,September,2001,7528
Lewis,September,2011,4654
Gilbert,October,2017,6899
Allen,July,2010,5420
Jerome,February,2006,7139
Glen,March,2013,5684
Hugh,May,2010,3955
Junior,August,2007,7422
Jesse,April,2008,3045
Curtis,February,2009,3014
Leslie,January,2006,7304
Jimmie,June,2005,3961
Sam,January,2015,3894
Lewis,January,2008,3615
Cecil,September,2020,2757
Edgar,March,2002,332
Bruce,January,2016,7324
Bruce,September,2006,4879
Jose,June,2001,7430
Glen,February,2020,1989
Curtis,October,2019,3958
Jose,February,2000,1128
Manuel,September,2004,2244
Lewis,February,2015,1497
Johnnie,August,2002,6858
Don,June,2019,5196
Oscar,April,2000,5251
Manuel,March,2016,5883
Benjamin,March,2004,987
Glen,September,2019,418
Lewis,June,2010,7261
Sam,August,2011,2941
Jerry,January,2006,2529
Rudolph,August,2002,6661
Everett,May,2016,4172
Jerome,June,2004,1501
Wallace,November,2005,2463
Martin,July,2010,1752
Martin,June,2018,2079
Maurice,May,2000,4129
Lee,July,2011,4490
Wilbur,January,2016,748
Milton,June,2005,1911
Roger,June,2012,6840
Roland,September,2016,1537
Sam,November,2012,1787
Junior,March,2019,7648
Douglas,January,2014,7278
Jose,November,2006,2439
Ronald,March,2017,3839
Charlie,July,2010,6938
Glen,March,2007,2516
Homer,March,2000,392
Glen,June,2010,6069
Harvey,October,2001,7665
Jerry,October,2003,3425
Lewis,September,2011,4101
Jimmie,March,2012,159
Dale,August,2009,6617
Don,March,2010,1594
Homer,March,2017,7343
Benjamin,November,2015,2562
Edgar,March,2014,3666
Roger,July,2008,6531
Willard,August,2005,4231
Jessie,May,2002,708
Virgil,October,2020,7559
Oscar,May,2012,7809
Hugh,March,2012,3454
Marion,March,2011,1711
Victor,August,2017,1948
Wallace,January,2004,6061
Sam,August,2015,6196
Charlie,June,2000,5060
Marion,January,2017,3585
Lee,October,2004,678
Jose,July,2008,5837
Roger,November,2002,6000
Claude,March,2020,7932
Charlie,November,2020,3032
Jesse,November,2009,2820
Lee,October,2009,6453
Curtis,September,2002,3502
Bruce,January,2009,1364
Ronald,October,2014,4455
Arnold,May,2011,2161
Homer,September,2013,5889
Gene,July,2018,1704
Sam,October,2007,3970
Wallace,November,2000,2054
Rudolph,May,2017,5845
Junior,November,2014,514
Virgil,August,2003,821
Curtis,March,2010,7290
Bobby,March,2012,5657
Jerry,February,2006,2623
Maurice,April,2020,2498
Everett,November,2013,7624
Oscar,February,2013,5417
Jimmie,April,2007,5252
Harvey,September,2008,1632
Allen,April,2009,4169
Manuel,April,2019,6218
Roland,May,2020,4170
Charlie,May,2015,2341
Everett,June,2001,4234
Gene,January,2005,606
Gene,May,2010,2309
Jimmie,July,2015,5624
Manuel,August,2016,7331
Bobby,January,2012,848
Everett,March,2009,1927
Arnold,August,2004,2760
Dale,January,2004,5392
Martin,October,2020,1611
Lewis,October,2016,3959
Gene,June,2006,5448
Lee,September,2018,7904
Lewis,March,2019,4418
Rudolph,April,2011,3987
Milton,July,2002,6204
Milton,March,2003,3706
Jesse,January,2006,5464
Charlie,October,2011,2911
Victor,March,2004,7779
Hugh,October,2019,3586
Glen,June,2019,5421
Dale,March,2012,4589
Gilbert,August,2004,2115
Rudolph,May,2014,4834
Harvey,September,2002,1726
Milton,October,2016,2282
Chester,January,2016,902
Benjamin,February,2002,5276
Hugh,June,2004,320
Lee,September,2000,1231
Chester,September,2001,1099
Edgar,September,2001,1044
Cecil,May,2018,5453
Harvey,October,2003,3322
Roland,June,2004,7097
Jerome,May,2008,7907
Victor,March,2006,5725
Jessie,February,2002,4901
Everett,July,2004,5067
Wilbur,June,2001,3729
Hugh,January,2008,3586
Jessie,April,2000,3963
Ronald,March,2011,5000
Jessie,February,2015,867
Maurice,January,2001,3026
